item,itemLabel,startDate,endDate
Q959397,Nicolae Militaru,1989-12-22,1990-02-16
Q2329393,Victor Stănculescu,1990-02-16,1991-04-29
,Niculae Spiroiu,1991-04-30,1994-03-06
,Gheorghe Tinca,1994-03-06,1996-12-12
Q13580827,Victor Babiuc,1996-12-12,1998-02-11
,Constantin Dudu Ionescu,1998-02-12,1998-04-16
Q13580827,Victor Babiuc,1998-04-16,2000-03-13
Q7563494,Sorin Frunzăverde,2000-03-13,2000-12-28
Q348800,Ioan Mircea Pașcu,2000-12-28,2004-12-28
Q7701021,Teodor Atanasiu,2004-12-28,2006-10-25
Q7563494,Sorin Frunzăverde,2006-10-25,2007-04-10
Q3518228,Teodor Meleșcanu,2007-04-10,2008-12-22
Q4682727,Mihai Stănișoară,2008-12-22,2009-12-23
Q3093904,Gabriel Oprea,2009-12-23,2012-02-09
Q3093904,Gabriel Oprea,2012-02-09,2012-05-07
Q18194662,Corneliu Dobrițoiu,2012-05-07,2012-12-20
Q16879979,Mircea Dușa,2012-12-21,2015-11-17
Q6845299,Mihnea Motoc,2015-11-17,2017-01-04
Q28113996,Gabriel-Beniamin Leș,2017-01-04,2017-06-29
Q20432649,Adrian Țuțuianu,2017-06-29,2017-09-05
Q30349022,Mihai Fifor,2017-09-12,2018-11-20
Q28113996,Gabriel-Beniamin Leș,2018-11-20,2019-11-04
Q28950289,Nicolae Ciucă,2019-11-04,2021-11-25
Q347209,Vasile Dîncu,2021-11-25,
