item,itemLabel,startDate,endDate,psid
Q104598889,Adrian-Ionuț Chesnoiu,2021-11-25,,Q104598889-d0597eea-4b0b-1598-a95e-f4c0aaa7a793
Q110301268,Ioan Țipu,1990-06-28,1991-06-03,Q110301268-7E97E5A7-192F-4E25-82F1-A4DD97993073
Q12726340,Dan Motreanu,2006-12-06,2007-04-05,Q12726340-4cad88e1-4e4b-0f07-a936-1cd714e7f5f7
Q12730692,Ioan Oancea,1992-11-19,1994-08-18,Q12730692-BC65EF6B-9E59-4433-B5C8-4A8F3C717E1B
Q12737826,Petre Daea,2017-01-04,2019-11-04,Q12737826-53728f52-4212-a56f-9353-b03148f52b11
Q12737826,Petre Daea,2004-07-14,2004-12-28,Q12737826-7d92d8ae-4259-cc77-f9ac-51370aa086cf
Q12741431,Stelian Fuia,2012-02-09,2012-05-07,Q12741431-5B0B1D3E-7766-4368-8D90-9ACDA32BA039
Q13580347,Ilie Sârbu,2008-12-22,2009-10-01,Q13580347-C92998D7-B873-403B-8FB5-9F22C26E9186
Q13580347,Ilie Sârbu,2000-12-28,2004-07-14,Q13580347-cd233f8d-4205-a1bc-6209-575c7d467f36
Q16217237,Daniel Constantin,2012-05-07,2015-11-17,Q16217237-60693f97-4b76-502e-3a39-b08d7a9afabe
Q18533500,Mihail Dumitru,2009-12-23,2010-09-03,Q18533500-CA47171F-2F78-4D3D-BD7A-716E26AC5A5B
Q18540362,Dinu Gavrilescu,1996-12-12,1998-12-02,Q18540362-68386E3D-C607-4B87-BA0E-5F659D890707
Q18541290,Alexandru Lăpușan,1996-09-03,1996-12-12,Q18541290-9925797E-DC79-4190-921E-2B5AB82E9371
Q18542143,Ioan Avram Mureșan,1998-12-02,2000-12-28,Q18542143-85A46C5E-C169-4047-8351-A6837C064250
Q21179344,Nechita-Adrian Oros,2019-11-04,2021-09-28,Q21179344-76dce42e-4699-61a8-4b7c-480b4ebeea87
Q21503608,Achim Irimescu,2015-11-17,2017-01-03,Q21503608-b647f2c9-47a8-b915-66ba-32d7bea516e2
Q3553728,Valeriu Tabără,1994-08-18,1996-09-03,Q3553728-3FCD8686-6F65-4CD0-A5E8-3FBCED2F2C7B
Q3553728,Valeriu Tabără,2010-09-03,2012-02-06,Q3553728-6DD9155E-6727-46A0-94A2-D204E8EB91AE
Q4680718,Decebal Traian Remeș,2007-04-05,2007-10-11,Q4680718-cfa62d18-44f0-7d05-1d7f-a8f7750dcda8
Q5556326,Gheorghe Flutur,2004-12-28,2006-11-23,Q5556326-A4D15D55-0D16-43D0-8466-B426C153746C
Q7281707,Radu Berceanu,2009-10-01,2009-12-23,Q7281707-64998074-4DE0-42B9-93E7-16455D57B451
Q929248,Dacian Cioloș,2007-10-11,2008-12-22,Q929248-c160c200-4cb0-c1db-ff64-b051d35142b1
